#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          22    0.824958     0.22806   0.0165984
          22     1.06066    0.278706   0.0190305
          22     1.29636    0.396786   0.0175204
          22     1.53206    0.497806   0.0180137
          22     1.76777    0.543962   0.0234432
          22     2.00347     0.52524   0.0210484
          22     2.23917    0.563072   0.0270766
          22     2.47487    0.447811   0.0234904
          22     2.71058    0.435049   0.0205613
          22     2.94628    0.402312   0.0190217
          22     3.18198    0.357581   0.0163306
          22     3.41768    0.267919    0.017008
          22     3.65339    0.202392   0.0163564
          22     3.88909    0.143001   0.0146278
          22     4.12479    0.115169   0.0094001
          22     4.36049   0.0845217  0.00745938
          22     4.59619   0.0597891  0.00789051
          22      4.8319   0.0569643  0.00723503
          22      5.0676   0.0274361  0.00628031
          22      5.3033   0.0214597  0.00517401
          22       5.539   0.0209348   0.0055402
          22     5.77471  0.00213656 0.000782599
          22     6.01041  0.00936324  0.00395501
          22     6.24611  0.00136166 0.000662333
          22     6.48181           0           0
          22     6.71751           0           0
          22     6.95322           0           0
          23    0.117851   0.0087738  0.00298573
          23    0.353553   0.0553614  0.00726848
          23    0.589256     0.12693   0.0114541
          23    0.824958    0.235619   0.0175134
          23     1.06066    0.279218   0.0182099
          23     1.29636    0.395238    0.016827
          23     1.53206      0.4878    0.019816
          23     1.76777    0.540698   0.0226499
          23     2.00347     0.52221   0.0203502
          23     2.23917     0.57087    0.026999
          23     2.47487    0.447064    0.022481
          23     2.71058    0.439656   0.0201769
          23     2.94628    0.409399     0.01947
          23     3.18198    0.358449   0.0156437
          23     3.41768    0.267796   0.0162689
          23     3.65339    0.198077   0.0162043
          23     3.88909    0.139493   0.0144064
          23     4.12479     0.11427  0.00903426
          23     4.36049   0.0819954  0.00755076
          23     4.59619   0.0630387  0.00818933
          23      4.8319   0.0561357  0.00696774
          23      5.0676   0.0281212  0.00604449
          23      5.3033   0.0217344  0.00495634
          23       5.539   0.0221038  0.00542125
          23     5.77471  0.00204367 0.000754066
          23     6.01041  0.00895614  0.00380395
          23     6.24611  0.00130245 0.000636176
          23     6.48181           0           0
          23     6.71751           0           0
          23     6.95322           0           0
          24    0.117851  0.00845588   0.0028782
          24    0.353553   0.0573915   0.0072436
          24    0.589256    0.125942   0.0110194
          24    0.824958    0.240589   0.0174747
          24     1.06066    0.277331   0.0175487
          24     1.29636     0.39274   0.0163102
          24     1.53206    0.482875   0.0195927
          24     1.76777    0.541299   0.0217142
          24     2.00347    0.522896   0.0195138
          24     2.23917    0.565947    0.026319
          24     2.47487    0.445452    0.021602
          24     2.71058    0.448931   0.0213619
          24     2.94628    0.415491   0.0195887
          24     3.18198    0.358408   0.0149919
          24     3.41768    0.265732   0.0157215
          24     3.65339    0.195034   0.0158122
          24     3.88909    0.136411    0.014132
          24     4.12479    0.111774  0.00899613
          24     4.36049   0.0801107  0.00746763
          24     4.59619   0.0682507  0.00936086
          24      4.8319   0.0578522  0.00688559
          24      5.0676   0.0279366  0.00579546
          24      5.3033   0.0220112  0.00475755
          24       5.539   0.0215255  0.00522612
          24     5.77471  0.00213553 0.000728221
          24     6.01041  0.00858297  0.00366371
          24     6.24611  0.00124818 0.000611979
          24     6.48181           0           0
          24     6.71751           0           0
          24     6.95322           0           0
          25    0.117851  0.00813725  0.00278066
          25    0.353553   0.0607669  0.00770023
          25    0.589256    0.125004   0.0106184
          25    0.824958    0.245083    0.017344
          25     1.06066    0.276599    0.016862
          25     1.29636    0.393022   0.0156602
          25     1.53206    0.481096   0.0188896
          25     1.76777    0.537451   0.0211838
