#     BLOCK:   VELOCITY:     AVE_POFV:       ERROR:
          16     2.23917    0.628098   0.0571844
          16     2.47487    0.879633    0.184091
          16     2.71058    0.592405   0.0690208
          16     2.94628    0.365363   0.0291424
          16     3.18198    0.272358   0.0253525
          16     3.41768    0.264587   0.0248113
          16     3.65339    0.216762   0.0229877
          16     3.88909    0.146661    0.018973
          16     4.12479    0.123342    0.018022
          16     4.36049   0.0846065   0.0131375
          16     4.59619   0.0465788  0.00876027
          16      4.8319   0.0109035  0.00305757
          16      5.0676   0.0157475  0.00419067
          16      5.3033   0.0134804  0.00398988
          16       5.539  0.00502111   0.0018206
          16     5.77471 0.000765931 0.000643958
          16     6.01041  0.00282544  0.00188193
          16     6.24611 0.000180419  0.00017469
          16     6.48181           0           0
          16     6.71751           0           0
          16     6.95322           0           0
          17    0.117851  0.00456876  0.00155292
          17    0.353553   0.0306164  0.00521211
          17    0.589256   0.0893599   0.0140854
          17    0.824958    0.153803   0.0197463
          17     1.06066    0.223026     0.02133
          17     1.29636    0.378492   0.0368165
          17     1.53206     0.41148    0.038019
          17     1.76777     0.49587   0.0438102
          17     2.00347    0.464184   0.0370954
          17     2.23917    0.615292   0.0552358
          17     2.47487    0.851051    0.175467
          17     2.71058    0.570816   0.0682539
          17     2.94628    0.368692   0.0276176
          17     3.18198    0.276781    0.024244
          17     3.41768    0.273843    0.025019
          17     3.65339    0.214238   0.0217736
          17     3.88909    0.147539   0.0178773
          17     4.12479      0.1264   0.0172193
          17     4.36049   0.0866173   0.0125177
          17     4.59619     0.04934  0.00866919
          17      4.8319   0.0118672   0.0030258
          17      5.0676    0.016311  0.00398186
          17      5.3033   0.0133602  0.00375699
          17       5.539  0.00525439  0.00172839
          17     5.77471 0.000720877 0.000607652
          17     6.01041  0.00265923  0.00177855
          17     6.24611 0.000169806 0.000164736
          17     6.48181           0           0
          17     6.71751           0           0
          17     6.95322           0           0
          18    0.117851  0.00431494  0.00148725
          18    0.353553   0.0298082  0.00498483
          18    0.589256   0.0889313   0.0133094
          18    0.824958    0.151949   0.0187361
          18     1.06066    0.226322    0.020398
          18     1.29636    0.387512    0.035859
          18     1.53206    0.412331   0.0359164
          18     1.76777    0.498911   0.0414817
          18     2.00347    0.463922   0.0350355
          18     2.23917    0.611737   0.0522814
          18     2.47487    0.837446    0.166246
          18     2.71058    0.557789   0.0656935
          18     2.94628    0.364884   0.0263444
          18     3.18198    0.292214   0.0273719
          18     3.41768    0.274691   0.0236434
          18     3.65339    0.217399   0.0207921
          18     3.88909    0.148287   0.0168997
          18     4.12479    0.126601   0.0162639
          18     4.36049   0.0861111   0.0118325
          18     4.59619   0.0484659  0.00823152
          18      4.8319   0.0143882  0.00376411
          18      5.0676   0.0155955   0.0038244
          18      5.3033    0.014364   0.0036799
          18       5.539  0.00502602  0.00164738
          18     5.77471 0.000680828 0.000575212
          18     6.01041   0.0025115  0.00168586
          18     6.24611 0.000160373 0.000155854
          18     6.48181           0           0
          18     6.71751           0           0
          18     6.95322           0           0
          19    0.117851   0.0041423  0.00141895
          19    0.353553    0.029773  0.00472259
          19    0.589256   0.0869424   0.0127566
          19    0.824958    0.153893   0.0178506
          19     1.06066    0.236449   0.0216932
          19     1.29636    0.389153   0.0340092
          19     1.53206     0.41081   0.0340582
          19     1.76777    0.496827   0.0393508
          19     2.00347    0.471399   0.0339801
          19     2.23917     0.60444   0.0500364
          19     2.47487    0.813929    0.159151
          19     2.71058    0.553744   0.0623603
          19     2.94628    0.369063   0.0252871
          19     3.18198    0.295069   0.0260797
          19     3.41768    0.285039   0.0245592
          19     3.65339    0.221893   0.0201775
          19     3.88909    0.146147   0.0161452
          19     4.12479    0.127531   0.0154345
          19     4.36049   0.0854575   0.0112278
          19     4.59619   0.0465314  0.00802238
          19      4.8319   0.0167985  0.00426854
          19      5.0676   0.0150642  0.00365983
          19      5.3033   0.0140896  0.00349644
          19       5.539  0.00490196  0.00156534
          19     5.77471 0.000733861 0.000547377
          19     6.01041  0.00237931  0.00160231
          19     6.24611 0.000151932  0.00014788
          19     6.48181           0           0
          19     6.71751           0           0
          19     6.95322           0           0
          20    0.117851  0.00394063  0.00136226
          20    0.353553   0.0313698  0.00474877
          20    0.589256   0.0872195   0.0121218
          20    0.824958    0.158597   0.0175671
          20     1.06066    0.240144   0.0209208
          20     1.29636     0.38201   0.0330503
          20     1.53206    0.408377   0.0324421
          20     1.76777     0.49415   0.0374741
          20     2.00347    0.485509   0.0350884
          20     2.23917    0.597955   0.0479531
          20     2.47487    0.794041    0.152431
          20     2.71058    0.552173   0.0592621
          20     2.94628    0.375512   0.0248314
          20     3.18198     0.29741   0.0248806
          20     3.41768    0.290025   0.0238319
          20     3.65339    0.225373   0.0194665
          20     3.88909    0.146465   0.0153411
          20     4.12479    0.124981    0.014872
          20     4.36049   0.0837146   0.0108008
          20     4.59619   0.0475218  0.00768215
          20      4.8319   0.0172113  0.00407502
          20      5.0676   0.0173039  0.00410535
          20      5.3033   0.0135893  0.00335721
          20       5.539  0.00465686  0.00150614
          20     5.77471 0.000697168 0.000521236
          20     6.01041  0.00226035   0.0015266
          20     6.24611 0.000144336 0.000140681
          20     6.48181           0           0
          20     6.71751           0           0
          20     6.95322           0           0
          21    0.117851  0.00437286  0.00136424
          21    0.353553   0.0325527  0.00466763
          21    0.589256   0.0854549   0.0116723
          21    0.824958    0.158829   0.0167321
          21     1.06066    0.244916   0.0204616
          21     1.29636    0.387379   0.0319097
          21     1.53206    0.412203    0.031122
          21     1.76777     0.49821   0.0359089
          21     2.00347    0.489423   0.0336351
          21     2.23917    0.589631   0.0463865
          21     2.47487    0.780112    0.145807
          21     2.71058    0.541285   0.0574315
          21     2.94628     0.38567   0.0256427
          21     3.18198    0.292984   0.0240862
          21     3.41768    0.285385   0.0231443
          21     3.65339    0.229173   0.0189068
          21     3.88909    0.146818   0.0146146
          21     4.12479     0.12867   0.0146142
          21     4.36049   0.0815593   0.0104993
          21     4.59619   0.0482026  0.00734644
          21      4.8319   0.0190632  0.00428112
          21      5.0676   0.0199891  0.00470679
          21      5.3033   0.0130797   0.0032358
          21       5.539  0.00443511  0.00145066
          21     5.77471 0.000663969 0.000497472
          21     6.01041  0.00215271   0.0014577
          21     6.24611 0.000137462  0.00013415
          21     6.48181           0           0
          21     6.71751           0           0
          21     6.95322           0           0
          22    0.117851  0.00417409  0.00131663
          22    0.353553   0.0317167   0.0045297
          22    0.589256   0.0866657   0.0112044
          22    0.824958    0.161963   0.0162624
          22     1.06066    0.248569   0.0198549
          22     1.29636    0.390018   0.0305682
          22     1.53206    0.415033   0.0298357
          22     1.76777     0.49638   0.0343233
          22     2.00347    0.495212   0.0326006
          22     2.23917    0.584519   0.0445587
          22     2.47487    0.767395    0.139733
          22     2.71058    0.532358   0.0555105
          22     2.94628     0.39387   0.0257548
          22     3.18198    0.292897   0.0229916
          22     3.41768    0.281585    0.022402
          22     3.65339    0.229664   0.0180538
          22     3.88909     0.14721   0.0139555
          22     4.12479    0.133744   0.0148046
          22     4.36049   0.0812092   0.0100279
